date,district,precipitation_mm,temp_max_c,temp_min_c,wind_speed_kmh
2026-08-28,Pune,0.02,27.91,19.37,16.17
2026-08-29,Pune,8.94,30.67,22.47,11.18
2026-08-30,Pune,0.9,29.22,18.26,10.18
2026-08-31,Pune,11.99,29.35,17.96,17.39
2026-09-01,Pune,10.93,27.6,16.49,11.4
2026-09-02,Pune,11.59,30.21,20.96,13.44
2026-09-03,Pune,13.76,25.43,18.29,8.97
2024-08-01,Solapur,5.19,32.95,22.75,15.03
2024-08-02,Solapur,0.85,30.78,23.04,10.73
2024-08-03,Solapur,5.89,29.83,21.5,14.46
2024-08-04,Solapur,1.69,35.19,23.47,16.35
2024-08-05,Solapur,8.82,34.05,23.78,7.24
2024-08-06,Solapur,16.04,34.59,25.39,11.72
2024-08-07,Solapur,15.75,34.88,26.71,14.42
2024-08-08,Solapur,1.36,35.53,28.29,14.47
2024-08-09,Solapur,1.97,31.04,17.23,15.44
2024-08-10,Solapur,11.76,32.95,22.08,11.33
2024-08-11,Solapur,6.02,35.85,21.91,11.33
2024-08-12,Solapur,11.97,34.08,25.03,14.81
2024-08-13,Solapur,4.35,36.99,25.42,16.7
2024-08-14,Solapur,10.17,33.76,19.99,8.75
2024-08-15,Solapur,5.14,35.65,28.59,7.6
2024-08-16,Solapur,7.08,30.59,17.53,11.88
2024-08-17,Solapur,5.12,36.72,25.67,14.59
2024-08-18,Solapur,5.48,35.34,26.36,16.49
2024-08-19,Solapur,0.5,33.54,22.03,15.2
2024-08-20,Solapur,1.93,32.96,19.47,16.06
2024-08-21,Solapur,13.37,33.47,20.22,15.27
2024-08-22,Solapur,0.25,31.35,20.52,15.61
2024-08-23,Solapur,0.19,29.45,16.13,12.66
2024-08-24,Solapur,0.04,29.46,16.15,11.35
2024-08-25,Solapur,8.8,32.2,23.26,11.92
2024-08-26,Solapur,3.64,28.21,17.48,16.92
2024-08-27,Solapur,16.59,28.25,15.39,13.89
2024-08-28,Solapur,14.45,30.49,23.16,8.32
2024-08-29,Solapur,13.79,32.71,25.5,8.64
2024-08-30,Solapur,0.21,31.36,19.61,8.33
2024-08-31,Solapur,0.84,31.34,21.54,15.29
2024-09-01,Solapur,7.23,30.31,20.09,12.23
2024-09-02,Solapur,1.56,27.21,18.72,11.78
2024-09-03,Solapur,0.94,30.67,18.11,16.75
2024-09-04,Solapur,8.23,28.09,18.58,13.87
2024-09-05,Solapur,6.89,31.8,22.11,10.57
2024-09-06,Solapur,8.84,32.39,21.47,14.17
2024-09-07,Solapur,1.67,28.79,20.26,13.66
2024-09-08,Solapur,0.1,29.66,17.78,15.8
2024-09-09,Solapur,1.22,31.93,18.79,10.66
2024-09-10,Solapur,8.52,29.26,19.41,18.76
2024-09-11,Solapur,0.52,30.23,20.12,11.62
2024-09-12,Solapur,16.75,30.73,22.9,7.67
2024-09-13,Solapur,9.07,31.9,24.7,12.51
2024-09-14,Solapur,1.33,30.02,21.8,14.55
2024-09-15,Solapur,14.62,29.87,16.22,14.5
2024-09-16,Solapur,15.42,27.64,15.0,16.74
2024-09-17,Solapur,5.03,26.75,15.0,8.91
2024-09-18,Solapur,8.6,27.74,16.78,11.2
2024-09-19,Solapur,15.29,30.5,20.24,14.78
2024-09-20,Solapur,8.89,27.58,18.94,13.79
2024-09-21,Solapur,1.06,29.43,21.02,12.79
2024-09-22,Solapur,0.29,29.31,19.11,5.92
2024-09-23,Solapur,0.28,25.11,15.0,15.75
2024-09-24,Solapur,13.9,29.54,22.48,9.68
2024-09-25,Solapur,11.3,29.74,22.02,15.01
2024-09-26,Solapur,1.3,27.78,17.86,12.66
2024-09-27,Solapur,4.66,27.8,19.91,16.88
2024-09-28,Solapur,1.42,29.57,18.55,12.84
2024-09-29,Solapur,0.62,26.99,18.69,12.88
2024-09-30,Solapur,9.04,28.02,20.86,12.18
2024-10-01,Solapur,0.0,25.93,17.39,9.58
2024-10-02,Solapur,0.0,27.95,18.4,11.77
2024-10-03,Solapur,0.0,27.51,15.0,10.21
2024-10-04,Solapur,0.0,28.26,17.24,9.5
2024-10-05,Solapur,0.0,30.01,18.91,10.55
2024-10-06,Solapur,0.0,30.93,22.41,11.02
2024-10-07,Solapur,0.0,28.48,18.27,11.36
2024-10-08,Solapur,0.0,27.62,19.52,7.97
2024-10-09,Solapur,0.0,25.22,15.0,13.08
2024-10-10,Solapur,1.41,25.87,16.54,6.35
2024-10-11,Solapur,0.0,28.36,19.41,5.58
2024-10-12,Solapur,0.0,26.32,16.69,9.81
2024-10-13,Solapur,0.0,26.94,15.0,6.37
2024-10-14,Solapur,0.0,23.89,15.08,7.95
2024-10-15,Solapur,0.0,27.92,16.07,12.48
2024-10-16,Solapur,0.0,27.9,17.07,7.21
2024-10-17,Solapur,0.0,23.12,15.0,7.74
2024-10-18,Solapur,0.0,24.72,15.0,10.42
2024-10-19,Solapur,0.0,24.48,15.0,9.52
2024-10-20,Solapur,0.0,25.0,15.0,10.78
2024-10-21,Solapur,0.87,25.31,17.31,7.9
2024-10-22,Solapur,1.42,25.84,15.0,14.83
2024-10-23,Solapur,0.0,23.02,15.0,11.59
2024-10-24,Solapur,1.36,24.94,15.0,13.55
2024-10-25,Solapur,0.0,26.55,15.0,10.65
2024-10-26,Solapur,0.0,27.32,19.11,7.23
2024-10-27,Solapur,0.0,21.82,15.0,3.43
2024-10-28,Solapur,0.0,23.98,15.0,10.07
2024-10-29,Solapur,0.0,29.34,18.67,9.82
2024-10-30,Solapur,1.57,25.34,17.43,9.11
2024-10-31,Solapur,0.0,27.35,15.0,10.85
2024-11-01,Solapur,0.5,24.76,16.98,12.21
2024-11-02,Solapur,0.0,25.05,17.16,8.64
2024-11-03,Solapur,0.38,25.3,16.05,10.54
2024-11-04,Solapur,0.0,23.72,15.0,9.39
2024-11-05,Solapur,0.0,24.67,16.07,7.94
2024-11-06,Solapur,0.0,24.8,15.51,10.91
2024-11-07,Solapur,0.0,26.7,19.21,9.33
2024-11-08,Solapur,0.0,27.56,15.0,11.84
2024-11-09,Solapur,0.44,26.67,15.18,9.49
2024-11-10,Solapur,0.43,25.31,15.0,8.42
2024-11-11,Solapur,0.0,26.85,15.63,8.18
2024-11-12,Solapur,0.0,25.75,17.71,6.64
2024-11-13,Solapur,0.0,24.03,15.0,5.87
2024-11-14,Solapur,0.0,25.38,16.93,5.94
2024-11-15,Solapur,0.0,23.96,15.0,14.48
2024-11-16,Solapur,0.0,26.58,15.0,9.74
2024-11-17,Solapur,0.0,22.7,15.0,9.53
2024-11-18,Solapur,0.0,26.67,15.0,10.36
2024-11-19,Solapur,0.0,27.61,15.86,8.57
2024-11-20,Solapur,0.0,24.84,15.0,6.79
2024-11-21,Solapur,0.0,23.05,15.0,3.41
2024-11-22,Solapur,0.0,24.25,15.0,11.75
2024-11-23,Solapur,0.0,24.93,15.0,15.84
2024-11-24,Solapur,0.0,21.94,15.0,7.72
2024-11-25,Solapur,0.0,25.93,16.75,5.73
2024-11-26,Solapur,0.0,24.54,15.14,8.29
2024-11-27,Solapur,0.0,23.73,15.0,9.0
2024-11-28,Solapur,1.28,26.94,16.92,10.35
2024-11-29,Solapur,1.85,23.52,15.88,8.57
2024-11-30,Solapur,1.39,24.08,15.22,12.99
2024-12-01,Solapur,0.62,21.51,15.0,6.09
2024-12-02,Solapur,1.32,23.39,15.0,9.76
2024-12-03,Solapur,0.0,27.92,15.0,6.54
2024-12-04,Solapur,0.97,26.02,16.59,5.26
2024-12-05,Solapur,1.18,25.43,16.25,13.99
2024-12-06,Solapur,0.0,25.96,18.66,9.38
2024-12-07,Solapur,1.19,27.3,20.27,5.25
2024-12-08,Solapur,0.0,27.55,18.05,7.8
2024-12-09,Solapur,0.0,25.9,17.09,12.1
2024-12-10,Solapur,0.0,28.02,15.15,13.18
2024-12-11,Solapur,0.96,24.69,16.41,9.41
2024-12-12,Solapur,0.0,25.38,15.0,8.5
2024-12-13,Solapur,0.0,26.37,18.89,10.1
2024-12-14,Solapur,0.27,26.13,16.35,10.55
2024-12-15,Solapur,0.0,26.84,19.77,5.86
2024-12-16,Solapur,0.0,25.97,16.2,10.93
2024-12-17,Solapur,1.1,26.99,15.14,11.62
2024-12-18,Solapur,0.0,28.59,20.46,10.58
2024-12-19,Solapur,1.08,24.82,15.0,3.33
2024-12-20,Solapur,0.0,27.46,15.0,4.28
2024-12-21,Solapur,0.0,25.14,15.0,7.77
2024-12-22,Solapur,0.13,26.23,16.92,9.94
2024-12-23,Solapur,0.0,25.45,15.0,12.45
2024-12-24,Solapur,1.29,25.51,18.38,9.92
2024-12-25,Solapur,1.79,22.82,15.0,9.77
2024-12-26,Solapur,0.0,30.97,17.57,8.85
2024-12-27,Solapur,1.36,27.48,15.0,4.71
2024-12-28,Solapur,0.79,29.94,16.93,11.13
2024-12-29,Solapur,0.0,28.46,19.41,8.56
2024-12-30,Solapur,0.0,27.68,15.0,8.61
2024-12-31,Solapur,0.0,26.98,18.45,9.72
2025-01-01,Solapur,0.0,23.44,15.0,4.8
2025-01-02,Solapur,0.0,27.69,15.0,9.42
2025-01-03,Solapur,0.0,28.13,15.82,8.95
2025-01-04,Solapur,0.87,26.53,18.22,10.18
2025-01-05,Solapur,1.44,27.64,20.28,8.87
2025-01-06,Solapur,0.0,31.18,22.11,5.31
2025-01-07,Solapur,0.0,26.51,17.03,11.43
2025-01-08,Solapur,0.47,30.12,18.58,10.74
2025-01-09,Solapur,0.0,27.37,16.54,13.76
2025-01-10,Solapur,0.0,30.56,22.83,9.01
2025-01-11,Solapur,0.81,25.91,18.64,10.63
2025-01-12,Solapur,0.0,31.86,18.05,7.41
2025-01-13,Solapur,0.0,27.73,19.72,9.19
2025-01-14,Solapur,0.0,29.17,21.28,10.7
2025-01-15,Solapur,1.21,28.08,18.66,7.55
2025-01-16,Solapur,0.0,30.05,22.12,6.8
2025-01-17,Solapur,0.0,29.54,20.84,4.78
2025-01-18,Solapur,0.0,26.19,15.0,10.78
2025-01-19,Solapur,0.0,25.13,15.0,9.98
2025-01-20,Solapur,0.0,30.08,19.27,6.06
2025-01-21,Solapur,0.0,31.13,24.05,9.09
2025-01-22,Solapur,1.5,28.61,20.58,8.73
2025-01-23,Solapur,0.0,30.23,23.02,14.32
2025-01-24,Solapur,0.0,27.76,19.49,11.43
2025-01-25,Solapur,0.0,33.73,24.52,6.43
2025-01-26,Solapur,0.0,31.92,22.06,12.36
2025-01-27,Solapur,0.0,28.45,17.17,4.38
2025-01-28,Solapur,0.0,28.23,17.32,8.69
2025-01-29,Solapur,0.0,32.63,23.36,7.26
2025-01-30,Solapur,1.92,28.98,21.2,10.26
2025-01-31,Solapur,0.0,29.16,20.02,9.07
2025-02-01,Solapur,0.0,31.56,21.7,9.38
2025-02-02,Solapur,0.0,28.52,17.37,9.53
2025-02-03,Solapur,0.0,28.46,19.29,9.08
2025-02-04,Solapur,0.0,32.46,22.91,8.2
2025-02-05,Solapur,0.0,32.37,25.09,11.86
2025-02-06,Solapur,0.54,32.65,19.45,8.88
2025-02-07,Solapur,0.9,32.26,21.24,8.25
2025-02-08,Solapur,0.0,30.53,17.86,4.97
2025-02-09,Solapur,0.0,30.63,21.81,10.18
2025-02-10,Solapur,0.55,29.54,21.24,8.38
2025-02-11,Solapur,0.1,36.53,22.61,9.58
2025-02-12,Solapur,0.69,31.83,23.8,9.35
2025-02-13,Solapur,0.0,31.71,18.0,9.31
2025-02-14,Solapur,0.33,34.29,24.76,4.93
2025-02-15,Solapur,0.0,30.24,18.36,10.68
2025-02-16,Solapur,0.0,31.29,19.27,7.74
2025-02-17,Solapur,0.0,36.17,27.5,7.8
2025-02-18,Solapur,0.58,32.26,20.38,7.88
2025-02-19,Solapur,0.0,34.63,20.82,7.89
2025-02-20,Solapur,1.65,31.89,21.32,9.27
2025-02-21,Solapur,1.8,33.45,25.67,3.26
2025-02-22,Solapur,0.0,34.49,24.63,15.17
2025-02-23,Solapur,0.0,33.42,21.91,4.53
2025-02-24,Solapur,0.0,33.83,21.3,8.64
2025-02-25,Solapur,1.77,36.44,27.9,9.48
2025-02-26,Solapur,0.0,35.5,22.61,9.99
2025-02-27,Solapur,0.0,33.53,20.44,11.5
2025-02-28,Solapur,0.0,36.49,27.73,9.95
2025-03-01,Solapur,0.0,36.23,24.83,13.89
2025-03-02,Solapur,0.11,33.54,19.82,10.18
2025-03-03,Solapur,1.63,34.73,23.8,6.1
2025-03-04,Solapur,0.0,35.16,22.29,7.83
2025-03-05,Solapur,0.0,32.44,24.0,7.69
2025-03-06,Solapur,0.0,36.45,28.89,10.2
2025-03-07,Solapur,0.0,35.19,22.28,7.66
2025-03-08,Solapur,0.0,36.19,23.13,9.34
2025-03-09,Solapur,0.66,36.58,23.12,7.16
2025-03-10,Solapur,1.15,32.03,19.46,13.66
2025-03-11,Solapur,0.0,33.59,25.45,9.97
2025-03-12,Solapur,0.0,36.88,24.35,8.24
2025-03-13,Solapur,0.0,33.24,25.72,10.64
2025-03-14,Solapur,1.01,36.16,29.13,11.01
2025-03-15,Solapur,0.0,35.03,26.98,10.94
2025-03-16,Solapur,0.0,36.98,26.52,10.06
2025-03-17,Solapur,0.0,36.68,27.27,14.15
2025-03-18,Solapur,0.0,35.65,24.61,10.78
2025-03-19,Solapur,0.0,37.89,26.58,9.4
2025-03-20,Solapur,0.0,41.93,30.0,6.91
2025-03-21,Solapur,1.83,36.3,28.84,8.04
2025-03-22,Solapur,0.0,35.04,22.1,11.24
2025-03-23,Solapur,0.18,36.72,28.51,15.92
2025-03-24,Solapur,0.0,39.73,30.0,10.97
2025-03-25,Solapur,0.0,34.19,25.79,8.11
2025-03-26,Solapur,0.0,38.6,30.0,6.96
2025-03-27,Solapur,0.0,35.79,27.2,10.16
2025-03-28,Solapur,0.0,38.34,26.76,10.96
2025-03-29,Solapur,1.74,35.02,24.56,10.78
2025-03-30,Solapur,0.0,39.04,29.74,9.97
2025-03-31,Solapur,0.0,39.32,26.47,7.92
2025-04-01,Solapur,0.0,40.98,30.0,10.89
2025-04-02,Solapur,0.0,38.39,29.3,11.65
2025-04-03,Solapur,0.0,40.61,28.31,7.52
2025-04-04,Solapur,0.35,37.92,29.33,13.15
2025-04-05,Solapur,0.0,36.29,26.93,3.59
2025-04-06,Solapur,0.0,35.4,26.81,12.25
2025-04-07,Solapur,0.0,39.35,29.74,8.24
2025-04-08,Solapur,0.0,39.27,30.0,7.87
2025-04-09,Solapur,0.0,38.6,28.13,13.77
2025-04-10,Solapur,0.0,42.0,30.0,9.08
2025-04-11,Solapur,0.0,40.64,30.0,8.94
2025-04-12,Solapur,1.18,39.34,29.9,5.51
2025-04-13,Solapur,0.0,40.82,30.0,8.82
2025-04-14,Solapur,0.0,40.34,30.0,9.39
2025-04-15,Solapur,1.95,38.67,25.39,6.24
2025-04-16,Solapur,0.0,36.05,28.3,10.41
2025-04-17,Solapur,0.0,38.58,29.81,10.28
2025-04-18,Solapur,0.0,39.86,29.4,8.02
2025-04-19,Solapur,0.0,37.95,25.02,8.01
2025-04-20,Solapur,0.25,38.44,27.38,6.63
2025-04-21,Solapur,0.0,38.61,30.0,4.76
2025-04-22,Solapur,0.0,36.73,23.86,4.46
2025-04-23,Solapur,0.0,40.78,29.1,5.06
2025-04-24,Solapur,0.0,38.74,27.11,6.65
2025-04-25,Solapur,0.0,42.0,30.0,5.25
2025-04-26,Solapur,1.73,41.49,30.0,9.96
2025-04-27,Solapur,0.3,38.7,26.67,8.61
2025-04-28,Solapur,0.0,39.99,30.0,11.59
2025-04-29,Solapur,0.0,37.01,24.54,7.51
2025-04-30,Solapur,0.0,38.6,25.73,10.5
2025-05-01,Solapur,0.28,37.87,27.99,15.98
2025-05-02,Solapur,0.0,39.97,26.92,11.94
2025-05-03,Solapur,1.69,38.69,28.77,10.22
2025-05-04,Solapur,1.68,42.0,30.0,6.48
2025-05-05,Solapur,0.0,38.4,29.5,10.34
2025-05-06,Solapur,0.0,40.25,29.25,12.31
2025-05-07,Solapur,0.0,37.48,24.31,5.87
2025-05-08,Solapur,0.0,40.15,30.0,11.81
2025-05-09,Solapur,1.9,42.0,30.0,7.1
2025-05-10,Solapur,0.0,39.64,30.0,5.34
2025-05-11,Solapur,1.98,38.88,26.9,9.6
2025-05-12,Solapur,0.0,39.07,25.13,10.31
2025-05-13,Solapur,0.42,36.47,24.8,13.11
2025-05-14,Solapur,0.0,39.07,26.47,7.93
2025-05-15,Solapur,0.0,40.86,30.0,9.81
2025-05-16,Solapur,1.98,37.85,29.07,7.32
2025-05-17,Solapur,1.65,41.78,30.0,7.29
2025-05-18,Solapur,0.0,41.33,30.0,11.36
2025-05-19,Solapur,0.0,37.1,29.83,9.73
2025-05-20,Solapur,0.0,39.18,29.11,14.19
2025-05-21,Solapur,0.0,40.51,28.43,9.49
2025-05-22,Solapur,0.0,39.11,30.0,6.87
2025-05-23,Solapur,0.92,40.87,30.0,6.62
2025-05-24,Solapur,0.0,40.18,26.19,8.66
2025-05-25,Solapur,0.0,40.6,30.0,11.19
2025-05-26,Solapur,0.0,41.6,30.0,9.05
2025-05-27,Solapur,0.0,41.02,30.0,7.84
2025-05-28,Solapur,0.0,40.52,30.0,8.14
2025-05-29,Solapur,0.33,36.91,26.08,7.66
2025-05-30,Solapur,0.9,39.62,30.0,11.38
2025-05-31,Solapur,0.0,41.81,30.0,6.62
2025-06-01,Solapur,7.59,40.09,27.49,15.96
2025-06-02,Solapur,10.35,42.0,30.0,12.33
2025-06-03,Solapur,11.11,41.58,29.7,9.82
2025-06-04,Solapur,7.31,37.32,26.1,19.9
2025-06-05,Solapur,5.55,40.4,27.95,11.32
2025-06-06,Solapur,9.89,39.63,30.0,12.9
2025-06-07,Solapur,7.12,39.03,28.27,5.9
2025-06-08,Solapur,8.44,38.37,30.0,9.45
2025-06-09,Solapur,0.61,39.11,26.86,13.57
2025-06-10,Solapur,1.57,41.96,30.0,11.72
2025-06-11,Solapur,8.31,39.14,28.39,11.14
2025-06-12,Solapur,5.84,41.79,30.0,11.26
2025-06-13,Solapur,16.71,38.66,29.8,11.65
2025-06-14,Solapur,1.67,41.11,30.0,14.84
2025-06-15,Solapur,1.6,38.96,30.0,10.36
2025-06-16,Solapur,1.48,38.06,25.35,15.86
2025-06-17,Solapur,12.94,38.9,29.1,16.46
2025-06-18,Solapur,6.3,41.0,30.0,8.8
2025-06-19,Solapur,9.43,40.32,30.0,12.07
2025-06-20,Solapur,1.66,40.26,30.0,10.73
2025-06-21,Solapur,14.36,37.8,30.0,16.2
2025-06-22,Solapur,0.72,38.86,29.9,10.9
2025-06-23,Solapur,1.33,39.95,28.41,13.16
2025-06-24,Solapur,16.74,37.94,29.69,15.83
2025-06-25,Solapur,1.48,41.15,30.0,10.0
2025-06-26,Solapur,0.62,39.85,30.0,14.44
2025-06-27,Solapur,16.69,34.98,23.38,13.67
2025-06-28,Solapur,1.14,37.72,26.56,11.67
2025-06-29,Solapur,7.75,40.99,30.0,14.52
2025-06-30,Solapur,15.81,39.31,29.77,16.56
2025-07-01,Solapur,0.74,41.74,29.27,9.87
2025-07-02,Solapur,1.74,38.76,25.69,15.82
2025-07-03,Solapur,1.64,40.29,29.67,16.37
2025-07-04,Solapur,4.59,39.8,29.63,16.14
2025-07-05,Solapur,13.54,37.4,27.72,18.23
2025-07-06,Solapur,1.58,39.04,27.04,18.62
2025-07-07,Solapur,11.66,37.06,29.09,12.62
2025-07-08,Solapur,16.99,37.83,24.31,20.57
2025-07-09,Solapur,7.62,40.22,29.26,18.28
2025-07-10,Solapur,3.68,38.75,25.03,14.87
2025-07-11,Solapur,10.45,33.6,22.37,14.05
2025-07-12,Solapur,1.53,42.0,30.0,4.9
2025-07-13,Solapur,12.41,35.97,27.47,6.77
2025-07-14,Solapur,0.0,38.8,28.14,6.13
2025-07-15,Solapur,15.3,35.65,22.02,4.26
2025-07-16,Solapur,3.88,40.76,28.12,15.86
2025-07-17,Solapur,0.71,34.23,21.38,11.09
2025-07-18,Solapur,16.1,38.56,27.9,18.43
2025-07-19,Solapur,14.66,35.96,27.96,9.93
2025-07-20,Solapur,16.98,33.54,22.04,13.33
2025-07-21,Solapur,9.17,35.86,23.45,14.23
2025-07-22,Solapur,10.96,36.47,28.33,11.94
2025-07-23,Solapur,11.51,33.41,21.51,16.74
2025-07-24,Solapur,10.07,37.68,26.73,13.34
2025-07-25,Solapur,0.82,36.93,23.36,13.12
2025-07-26,Solapur,1.57,34.57,20.86,8.47
2025-07-27,Solapur,1.32,35.02,24.98,15.37
2025-07-28,Solapur,6.41,30.66,22.81,12.67
2025-07-29,Solapur,9.63,36.12,23.0,13.94
2025-07-30,Solapur,9.18,35.01,26.74,7.17
2025-07-31,Solapur,0.1,35.92,22.9,15.3
2025-08-01,Solapur,9.3,36.73,28.19,13.3
2025-08-02,Solapur,12.45,36.19,23.14,10.52
2025-08-03,Solapur,14.48,31.25,19.98,18.58
2025-08-04,Solapur,6.24,36.05,24.89,12.63
2025-08-05,Solapur,8.73,33.11,20.11,11.61
2025-08-06,Solapur,0.63,33.98,21.84,11.63
2025-08-07,Solapur,3.56,35.4,26.61,10.5
2025-08-08,Solapur,0.59,35.15,24.24,11.21
2025-08-09,Solapur,15.74,36.04,25.12,12.58
2025-08-10,Solapur,13.91,36.74,23.87,18.34
2025-08-11,Solapur,0.97,32.73,20.63,16.45
2025-08-12,Solapur,15.36,31.06,17.29,13.11
2025-08-13,Solapur,1.16,33.49,24.42,10.1
2025-08-14,Solapur,0.28,32.59,24.0,7.02
2025-08-15,Solapur,12.93,32.38,19.28,14.01
2025-08-16,Solapur,1.21,34.22,21.67,10.57
2025-08-17,Solapur,0.99,30.5,17.81,10.6
2025-08-18,Solapur,0.28,30.48,17.96,13.93
2025-08-19,Solapur,1.61,34.18,23.59,13.18
2025-08-20,Solapur,15.16,32.53,22.97,16.66
2025-08-21,Solapur,0.54,30.99,18.47,14.51
2025-08-22,Solapur,11.13,34.34,25.94,10.24
2025-08-23,Solapur,0.46,31.46,21.19,12.66
2025-08-24,Solapur,5.75,30.7,20.58,14.99
2025-08-25,Solapur,13.87,33.41,26.36,11.33
2025-08-26,Solapur,0.04,30.65,20.5,11.25
2025-08-27,Solapur,14.0,34.07,22.57,14.31
2025-08-28,Solapur,8.97,31.87,18.26,16.45
2025-08-29,Solapur,0.98,31.89,19.33,12.89
2025-08-30,Solapur,6.02,36.52,26.36,9.14
2025-08-31,Solapur,0.25,28.19,16.26,10.68
2025-09-01,Solapur,13.86,31.02,18.14,16.4
2025-09-02,Solapur,16.57,32.35,22.53,17.04
2025-09-03,Solapur,4.13,33.35,19.62,11.17
2025-09-04,Solapur,16.82,29.87,19.18,16.98
2025-09-05,Solapur,6.41,33.47,21.43,10.79
2025-09-06,Solapur,17.46,28.12,15.0,13.64
2025-09-07,Solapur,7.7,33.48,19.68,16.98
2025-09-08,Solapur,11.36,32.94,23.54,18.05
2025-09-09,Solapur,3.92,28.05,17.74,15.67
2025-09-10,Solapur,0.95,30.17,20.75,11.9
2025-09-11,Solapur,1.55,28.4,20.83,10.42
2025-09-12,Solapur,15.28,28.22,18.67,14.69
2025-09-13,Solapur,1.01,27.05,18.17,11.58
2025-09-14,Solapur,7.83,33.44,24.51,12.07
2025-09-15,Solapur,10.11,28.32,15.0,13.42
2025-09-16,Solapur,0.6,27.9,19.55,7.58
2025-09-17,Solapur,1.0,27.57,15.0,12.19
2025-09-18,Solapur,14.67,27.81,18.54,16.97
2025-09-19,Solapur,4.18,28.39,16.35,9.22
2025-09-20,Solapur,6.46,27.09,19.48,11.78
2025-09-21,Solapur,0.08,28.27,16.88,16.72
2025-09-22,Solapur,3.67,26.64,17.12,11.79
2025-09-23,Solapur,6.57,29.59,17.18,14.86
2025-09-24,Solapur,5.91,26.38,17.37,11.77
2025-09-25,Solapur,0.97,29.66,20.79,15.31
2025-09-26,Solapur,3.81,29.96,19.28,14.06
2025-09-27,Solapur,6.02,27.98,19.47,21.0
2025-09-28,Solapur,0.41,29.48,18.32,11.39
2025-09-29,Solapur,0.21,26.3,15.0,12.06
2025-09-30,Solapur,7.24,28.51,18.51,14.89
2025-10-01,Solapur,1.09,26.39,15.01,9.72
2025-10-02,Solapur,0.0,26.52,16.1,9.53
2025-10-03,Solapur,0.0,26.91,19.66,11.01
2025-10-04,Solapur,0.0,27.64,18.55,12.87
2025-10-05,Solapur,0.0,26.76,16.34,3.89
2025-10-06,Solapur,0.0,24.32,15.0,10.39
2025-10-07,Solapur,0.0,25.86,17.04,7.15
2025-10-08,Solapur,0.0,26.45,15.0,6.86
2025-10-09,Solapur,0.0,28.31,20.24,11.85
2025-10-10,Solapur,0.0,27.79,19.32,10.63
2025-10-11,Solapur,0.0,27.66,17.15,5.74
2025-10-12,Solapur,0.0,26.12,17.43,8.63
2025-10-13,Solapur,0.0,26.75,15.0,13.29
2025-10-14,Solapur,0.0,25.71,15.0,7.19
2025-10-15,Solapur,0.0,26.25,16.48,11.92
2025-10-16,Solapur,0.0,29.52,19.49,4.34
2025-10-17,Solapur,0.0,26.04,15.0,12.29
2025-10-18,Solapur,0.0,23.31,15.0,11.3
2025-10-19,Solapur,0.0,25.14,17.79,5.57
2025-10-20,Solapur,0.0,26.58,15.0,12.29
2025-10-21,Solapur,0.0,26.85,15.0,10.16
2025-10-22,Solapur,1.8,24.88,16.49,4.23
2025-10-23,Solapur,1.59,27.01,15.47,10.84
2025-10-24,Solapur,0.0,24.03,15.46,4.7
2025-10-25,Solapur,0.77,23.76,15.0,8.4
2025-10-26,Solapur,0.0,28.28,15.0,6.86
2025-10-27,Solapur,0.0,26.07,16.85,12.86
2025-10-28,Solapur,0.0,26.59,16.56,6.86
2025-10-29,Solapur,1.43,28.63,21.1,14.93
2025-10-30,Solapur,0.0,25.93,16.5,11.84
2025-10-31,Solapur,0.0,26.34,15.0,6.15
2025-11-01,Solapur,0.0,23.65,15.0,8.59
2025-11-02,Solapur,0.0,24.38,16.2,9.91
2025-11-03,Solapur,0.0,27.81,15.0,5.57
2025-11-04,Solapur,0.76,24.56,15.0,10.65
2025-11-05,Solapur,1.8,26.17,15.0,6.59
2025-11-06,Solapur,1.86,25.8,15.0,5.48
2025-11-07,Solapur,0.0,24.92,17.57,15.55
2025-11-08,Solapur,0.0,25.81,15.0,13.23
2025-11-09,Solapur,0.0,24.67,17.52,7.2
2025-11-10,Solapur,0.0,22.52,15.0,10.34
2025-11-11,Solapur,0.0,24.54,15.0,7.32
2025-11-12,Solapur,0.0,28.81,15.0,8.43
2025-11-13,Solapur,1.28,27.48,15.9,10.11
2025-11-14,Solapur,0.0,25.12,15.0,10.0
2025-11-15,Solapur,0.0,23.09,15.0,8.58
2025-11-16,Solapur,0.0,22.73,15.0,11.67
2025-11-17,Solapur,0.0,26.9,19.39,5.88
2025-11-18,Solapur,0.0,23.46,15.0,10.57
2025-11-19,Solapur,1.15,21.44,15.0,5.18
2025-11-20,Solapur,0.0,24.94,17.76,9.69
2025-11-21,Solapur,0.0,22.94,15.19,13.57
2025-11-22,Solapur,0.11,25.1,15.0,4.04
2025-11-23,Solapur,0.0,24.52,15.0,4.58
2025-11-24,Solapur,0.87,23.78,15.0,8.32
2025-11-25,Solapur,0.0,25.9,17.18,4.5
2025-11-26,Solapur,0.0,24.45,15.0,11.88
2025-11-27,Solapur,0.0,26.69,15.84,2.7
2025-11-28,Solapur,0.0,26.21,19.09,8.7
2025-11-29,Solapur,0.0,27.38,18.21,8.59
2025-11-30,Solapur,0.0,25.28,16.62,8.59
2025-12-01,Solapur,1.08,25.54,15.29,9.45
2025-12-02,Solapur,0.96,26.97,19.45,5.1
2025-12-03,Solapur,0.0,24.94,15.0,13.84
2025-12-04,Solapur,1.44,26.5,15.63,11.28
