date,commodity,mandi,district,min_price,max_price,modal_price,arrivals_tonnes,variety,grade,source,fetched_at
2024-09-25,Turmeric,Pune (Market Yard),Pune,11395,14384,12889,20.9,Demo composite,Demo,demo_generated,
2024-09-26,Turmeric,Pune (Market Yard),Pune,11543,13692,12617,20.57,Demo composite,Demo,demo_generated,
2024-09-27,Turmeric,Pune (Market Yard),Pune,11170,13705,12437,20.25,Demo composite,Demo,demo_generated,
2024-09-28,Turmeric,Pune (Market Yard),Pune,11877,14438,13158,18.61,Demo composite,Demo,demo_generated,
2024-09-29,Turmeric,Pune (Market Yard),Pune,11493,15188,13340,20.32,Demo composite,Demo,demo_generated,
2024-09-30,Turmeric,Pune (Market Yard),Pune,10611,14102,12356,21.76,Demo composite,Demo,demo_generated,
2024-10-01,Turmeric,Pune (Market Yard),Pune,10785,14030,12408,17.51,Demo composite,Demo,demo_generated,
2024-10-02,Turmeric,Pune (Market Yard),Pune,10660,14259,12460,20.33,Demo composite,Demo,demo_generated,
2024-10-03,Turmeric,Pune (Market Yard),Pune,11194,14332,12763,19.49,Demo composite,Demo,demo_generated,
2024-10-04,Turmeric,Pune (Market Yard),Pune,8386,10784,9585,19.37,Demo composite,Demo,demo_generated,
2024-10-05,Turmeric,Pune (Market Yard),Pune,8758,11516,10137,19.64,Demo composite,Demo,demo_generated,
2024-10-06,Turmeric,Pune (Market Yard),Pune,8649,10544,9596,19.57,Demo composite,Demo,demo_generated,
2024-10-07,Turmeric,Pune (Market Yard),Pune,8149,10004,9076,23.22,Demo composite,Demo,demo_generated,
2024-10-08,Turmeric,Pune (Market Yard),Pune,8526,10678,9602,20.64,Demo composite,Demo,demo_generated,
2024-10-09,Turmeric,Pune (Market Yard),Pune,9240,11433,10337,18.69,Demo composite,Demo,demo_generated,
2024-10-10,Turmeric,Pune (Market Yard),Pune,9502,11410,10456,20.84,Demo composite,Demo,demo_generated,
2024-10-11,Turmeric,Pune (Market Yard),Pune,8624,10514,9569,19.83,Demo composite,Demo,demo_generated,
2024-10-12,Turmeric,Pune (Market Yard),Pune,9165,11436,10301,19.03,Demo composite,Demo,demo_generated,
2024-10-13,Turmeric,Pune (Market Yard),Pune,8617,11349,9983,19.88,Demo composite,Demo,demo_generated,
2024-10-14,Turmeric,Pune (Market Yard),Pune,8516,10571,9544,23.35,Demo composite,Demo,demo_generated,
2024-10-15,Turmeric,Pune (Market Yard),Pune,8668,11200,9934,18.72,Demo composite,Demo,demo_generated,
2024-10-16,Turmeric,Pune (Market Yard),Pune,8719,11433,10076,18.3,Demo composite,Demo,demo_generated,
2024-10-17,Turmeric,Pune (Market Yard),Pune,9037,12030,10533,18.79,Demo composite,Demo,demo_generated,
2024-10-18,Turmeric,Pune (Market Yard),Pune,10129,12927,11528,17.37,Demo composite,Demo,demo_generated,
2024-10-19,Turmeric,Pune (Market Yard),Pune,10595,13324,11959,17.59,Demo composite,Demo,demo_generated,
2024-10-20,Turmeric,Pune (Market Yard),Pune,10238,13150,11694,19.51,Demo composite,Demo,demo_generated,
2024-10-21,Turmeric,Pune (Market Yard),Pune,10313,12508,11411,22.0,Demo composite,Demo,demo_generated,
2024-10-22,Turmeric,Pune (Market Yard),Pune,10750,13590,12170,18.33,Demo composite,Demo,demo_generated,
2024-10-23,Turmeric,Pune (Market Yard),Pune,10270,13493,11882,18.66,Demo composite,Demo,demo_generated,
2024-10-24,Turmeric,Pune (Market Yard),Pune,10788,14148,12468,20.07,Demo composite,Demo,demo_generated,
2024-10-25,Turmeric,Pune (Market Yard),Pune,10446,13379,11912,18.05,Demo composite,Demo,demo_generated,
2024-10-26,Turmeric,Pune (Market Yard),Pune,10764,14524,12644,18.86,Demo composite,Demo,demo_generated,
2024-10-27,Turmeric,Pune (Market Yard),Pune,11138,14535,12836,17.46,Demo composite,Demo,demo_generated,
2024-10-28,Turmeric,Pune (Market Yard),Pune,10511,12679,11595,22.15,Demo composite,Demo,demo_generated,
2024-10-29,Turmeric,Pune (Market Yard),Pune,11717,14597,13157,19.26,Demo composite,Demo,demo_generated,
2024-10-30,Turmeric,Pune (Market Yard),Pune,11319,14306,12813,20.76,Demo composite,Demo,demo_generated,
2024-10-31,Turmeric,Pune (Market Yard),Pune,11243,13438,12340,18.62,Demo composite,Demo,demo_generated,
2024-11-01,Turmeric,Pune (Market Yard),Pune,10854,13477,12165,20.57,Demo composite,Demo,demo_generated,
2024-11-02,Turmeric,Pune (Market Yard),Pune,9373,11220,10297,19.05,Demo composite,Demo,demo_generated,
2024-11-03,Turmeric,Pune (Market Yard),Pune,8354,10581,9468,18.48,Demo composite,Demo,demo_generated,
2024-11-04,Turmeric,Pune (Market Yard),Pune,8080,10406,9243,24.12,Demo composite,Demo,demo_generated,
2024-11-05,Turmeric,Pune (Market Yard),Pune,8838,11557,10197,19.24,Demo composite,Demo,demo_generated,
2024-11-06,Turmeric,Pune (Market Yard),Pune,8715,10356,9536,20.42,Demo composite,Demo,demo_generated,
2024-11-07,Turmeric,Pune (Market Yard),Pune,8401,10980,9691,19.83,Demo composite,Demo,demo_generated,
2024-11-08,Turmeric,Pune (Market Yard),Pune,8287,11136,9711,18.31,Demo composite,Demo,demo_generated,
2024-11-09,Turmeric,Pune (Market Yard),Pune,8556,10816,9686,17.49,Demo composite,Demo,demo_generated,
2024-11-10,Turmeric,Pune (Market Yard),Pune,8211,11010,9610,20.91,Demo composite,Demo,demo_generated,
2024-11-11,Turmeric,Pune (Market Yard),Pune,8380,10443,9411,23.97,Demo composite,Demo,demo_generated,
2024-11-12,Turmeric,Pune (Market Yard),Pune,8339,11275,9807,17.42,Demo composite,Demo,demo_generated,
2024-11-13,Turmeric,Pune (Market Yard),Pune,8780,10335,9558,18.72,Demo composite,Demo,demo_generated,
2024-11-14,Turmeric,Pune (Market Yard),Pune,8128,10442,9285,20.65,Demo composite,Demo,demo_generated,
2024-11-15,Turmeric,Pune (Market Yard),Pune,8094,10666,9380,19.91,Demo composite,Demo,demo_generated,
2024-11-16,Turmeric,Pune (Market Yard),Pune,8736,11282,10009,20.81,Demo composite,Demo,demo_generated,
2024-11-17,Turmeric,Pune (Market Yard),Pune,8267,10342,9305,20.9,Demo composite,Demo,demo_generated,
2024-11-18,Turmeric,Pune (Market Yard),Pune,8077,9911,8994,25.1,Demo composite,Demo,demo_generated,
2024-11-19,Turmeric,Pune (Market Yard),Pune,8195,10475,9335,18.48,Demo composite,Demo,demo_generated,
2024-11-20,Turmeric,Pune (Market Yard),Pune,8134,9913,9024,18.32,Demo composite,Demo,demo_generated,
2024-11-21,Turmeric,Pune (Market Yard),Pune,8368,11305,9837,19.1,Demo composite,Demo,demo_generated,
2024-11-22,Turmeric,Pune (Market Yard),Pune,8343,9945,9144,17.55,Demo composite,Demo,demo_generated,
2024-11-23,Turmeric,Pune (Market Yard),Pune,8201,10613,9407,19.56,Demo composite,Demo,demo_generated,
2024-11-24,Turmeric,Pune (Market Yard),Pune,7930,10549,9239,18.34,Demo composite,Demo,demo_generated,
2024-11-25,Turmeric,Pune (Market Yard),Pune,7836,9375,8606,24.43,Demo composite,Demo,demo_generated,
2024-11-26,Turmeric,Pune (Market Yard),Pune,8082,10274,9178,17.22,Demo composite,Demo,demo_generated,
2024-11-27,Turmeric,Pune (Market Yard),Pune,7819,10238,9028,18.68,Demo composite,Demo,demo_generated,
2024-11-28,Turmeric,Pune (Market Yard),Pune,8773,10766,9770,19.88,Demo composite,Demo,demo_generated,
2024-11-29,Turmeric,Pune (Market Yard),Pune,7913,10060,8986,20.0,Demo composite,Demo,demo_generated,
2024-11-30,Turmeric,Pune (Market Yard),Pune,8141,10299,9220,17.2,Demo composite,Demo,demo_generated,
2024-12-01,Turmeric,Pune (Market Yard),Pune,8610,10719,9664,17.76,Demo composite,Demo,demo_generated,
2024-12-02,Turmeric,Pune (Market Yard),Pune,7896,9585,8741,22.06,Demo composite,Demo,demo_generated,
2024-12-03,Turmeric,Pune (Market Yard),Pune,8477,10636,9556,17.28,Demo composite,Demo,demo_generated,
2024-12-04,Turmeric,Pune (Market Yard),Pune,9297,10947,10122,17.39,Demo composite,Demo,demo_generated,
2024-12-05,Turmeric,Pune (Market Yard),Pune,8654,10560,9607,20.12,Demo composite,Demo,demo_generated,
2024-12-06,Turmeric,Pune (Market Yard),Pune,8930,10818,9874,17.31,Demo composite,Demo,demo_generated,
2024-12-07,Turmeric,Pune (Market Yard),Pune,8629,10969,9799,19.1,Demo composite,Demo,demo_generated,
2024-12-08,Turmeric,Pune (Market Yard),Pune,8485,11430,9957,18.76,Demo composite,Demo,demo_generated,
2024-12-09,Turmeric,Pune (Market Yard),Pune,8523,10808,9666,25.87,Demo composite,Demo,demo_generated,
2024-12-10,Turmeric,Pune (Market Yard),Pune,8548,11155,9852,20.77,Demo composite,Demo,demo_generated,
2024-12-11,Turmeric,Pune (Market Yard),Pune,8748,11646,10197,20.55,Demo composite,Demo,demo_generated,
2024-12-12,Turmeric,Pune (Market Yard),Pune,8281,10753,9517,20.53,Demo composite,Demo,demo_generated,
2024-12-13,Turmeric,Pune (Market Yard),Pune,8966,11193,10079,19.03,Demo composite,Demo,demo_generated,
2024-12-14,Turmeric,Pune (Market Yard),Pune,8887,10536,9711,19.01,Demo composite,Demo,demo_generated,
2024-12-15,Turmeric,Pune (Market Yard),Pune,8551,11372,9962,18.61,Demo composite,Demo,demo_generated,
2024-12-16,Turmeric,Pune (Market Yard),Pune,8699,10555,9627,23.83,Demo composite,Demo,demo_generated,
2024-12-17,Turmeric,Pune (Market Yard),Pune,8995,10715,9855,17.82,Demo composite,Demo,demo_generated,
2024-12-18,Turmeric,Pune (Market Yard),Pune,9365,11532,10449,18.84,Demo composite,Demo,demo_generated,
2024-12-19,Turmeric,Pune (Market Yard),Pune,9224,11528,10376,20.44,Demo composite,Demo,demo_generated,
2024-12-20,Turmeric,Pune (Market Yard),Pune,9389,11331,10360,17.81,Demo composite,Demo,demo_generated,
2024-12-21,Turmeric,Pune (Market Yard),Pune,8673,11484,10078,17.64,Demo composite,Demo,demo_generated,
2024-12-22,Turmeric,Pune (Market Yard),Pune,9005,12036,10521,18.09,Demo composite,Demo,demo_generated,
2024-12-23,Turmeric,Pune (Market Yard),Pune,7849,10610,9230,23.96,Demo composite,Demo,demo_generated,
2024-12-24,Turmeric,Pune (Market Yard),Pune,9217,10829,10023,18.5,Demo composite,Demo,demo_generated,
2024-12-25,Turmeric,Pune (Market Yard),Pune,9538,11880,10709,18.29,Demo composite,Demo,demo_generated,
2024-12-26,Turmeric,Pune (Market Yard),Pune,9160,10933,10046,18.26,Demo composite,Demo,demo_generated,
2024-12-27,Turmeric,Pune (Market Yard),Pune,8925,11648,10287,20.44,Demo composite,Demo,demo_generated,
2024-12-28,Turmeric,Pune (Market Yard),Pune,9260,11767,10513,18.38,Demo composite,Demo,demo_generated,
2024-12-29,Turmeric,Pune (Market Yard),Pune,9742,11438,10590,20.88,Demo composite,Demo,demo_generated,
2024-12-30,Turmeric,Pune (Market Yard),Pune,8504,11085,9795,25.89,Demo composite,Demo,demo_generated,
2024-12-31,Turmeric,Pune (Market Yard),Pune,9241,11441,10341,18.75,Demo composite,Demo,demo_generated,
2025-01-01,Turmeric,Pune (Market Yard),Pune,8212,9730,8971,28.97,Demo composite,Demo,demo_generated,
2025-01-02,Turmeric,Pune (Market Yard),Pune,7389,9649,8519,28.51,Demo composite,Demo,demo_generated,
2025-01-03,Turmeric,Pune (Market Yard),Pune,7870,9708,8789,27.5,Demo composite,Demo,demo_generated,
2025-01-04,Turmeric,Pune (Market Yard),Pune,7733,10069,8901,28.99,Demo composite,Demo,demo_generated,
2025-01-05,Turmeric,Pune (Market Yard),Pune,7721,9857,8789,27.89,Demo composite,Demo,demo_generated,
2025-01-06,Turmeric,Pune (Market Yard),Pune,7140,9180,8160,36.6,Demo composite,Demo,demo_generated,
2025-01-07,Turmeric,Pune (Market Yard),Pune,7947,10129,9038,26.14,Demo composite,Demo,demo_generated,
2025-01-08,Turmeric,Pune (Market Yard),Pune,7536,9848,8692,30.55,Demo composite,Demo,demo_generated,
2025-01-09,Turmeric,Pune (Market Yard),Pune,8088,10097,9093,30.96,Demo composite,Demo,demo_generated,
2025-01-10,Turmeric,Pune (Market Yard),Pune,7628,9434,8531,30.07,Demo composite,Demo,demo_generated,
2025-01-11,Turmeric,Pune (Market Yard),Pune,7868,10294,9081,27.61,Demo composite,Demo,demo_generated,
2025-01-12,Turmeric,Pune (Market Yard),Pune,7838,9396,8617,28.94,Demo composite,Demo,demo_generated,
2025-01-13,Turmeric,Pune (Market Yard),Pune,7148,8652,7900,34.88,Demo composite,Demo,demo_generated,
2025-01-14,Turmeric,Pune (Market Yard),Pune,7393,9852,8622,27.52,Demo composite,Demo,demo_generated,
2025-01-15,Turmeric,Pune (Market Yard),Pune,7330,9644,8487,30.41,Demo composite,Demo,demo_generated,
2025-01-16,Turmeric,Pune (Market Yard),Pune,7714,10219,8966,26.94,Demo composite,Demo,demo_generated,
2025-01-17,Turmeric,Pune (Market Yard),Pune,8144,9637,8890,30.98,Demo composite,Demo,demo_generated,
2025-01-18,Turmeric,Pune (Market Yard),Pune,7630,10190,8910,30.15,Demo composite,Demo,demo_generated,
2025-01-19,Turmeric,Pune (Market Yard),Pune,7548,9649,8598,26.4,Demo composite,Demo,demo_generated,
2025-01-20,Turmeric,Pune (Market Yard),Pune,7295,9487,8391,35.92,Demo composite,Demo,demo_generated,
2025-01-21,Turmeric,Pune (Market Yard),Pune,7657,9288,8472,29.23,Demo composite,Demo,demo_generated,
2025-01-22,Turmeric,Pune (Market Yard),Pune,7575,9080,8327,30.3,Demo composite,Demo,demo_generated,
2025-01-23,Turmeric,Pune (Market Yard),Pune,7993,9573,8783,26.69,Demo composite,Demo,demo_generated,
2025-01-24,Turmeric,Pune (Market Yard),Pune,7720,9611,8666,26.15,Demo composite,Demo,demo_generated,
2025-01-25,Turmeric,Pune (Market Yard),Pune,7385,9548,8467,29.79,Demo composite,Demo,demo_generated,
2025-01-26,Turmeric,Pune (Market Yard),Pune,7987,9423,8705,26.23,Demo composite,Demo,demo_generated,
2025-01-27,Turmeric,Pune (Market Yard),Pune,7201,8710,7956,33.8,Demo composite,Demo,demo_generated,
2025-01-28,Turmeric,Pune (Market Yard),Pune,7800,9361,8580,26.46,Demo composite,Demo,demo_generated,
2025-01-29,Turmeric,Pune (Market Yard),Pune,7911,9412,8662,29.53,Demo composite,Demo,demo_generated,
2025-01-30,Turmeric,Pune (Market Yard),Pune,7923,9528,8726,28.43,Demo composite,Demo,demo_generated,
2025-01-31,Turmeric,Pune (Market Yard),Pune,7143,9161,8152,27.65,Demo composite,Demo,demo_generated,
2025-02-01,Turmeric,Pune (Market Yard),Pune,8799,10332,9566,27.93,Demo composite,Demo,demo_generated,
2025-02-02,Turmeric,Pune (Market Yard),Pune,8311,10778,9544,26.78,Demo composite,Demo,demo_generated,
2025-02-03,Turmeric,Pune (Market Yard),Pune,8327,9856,9091,36.21,Demo composite,Demo,demo_generated,
2025-02-04,Turmeric,Pune (Market Yard),Pune,7901,10374,9137,29.69,Demo composite,Demo,demo_generated,
2025-02-05,Turmeric,Pune (Market Yard),Pune,8487,10192,9340,30.52,Demo composite,Demo,demo_generated,
2025-02-06,Turmeric,Pune (Market Yard),Pune,8020,10246,9133,29.87,Demo composite,Demo,demo_generated,
2025-02-07,Turmeric,Pune (Market Yard),Pune,8255,10989,9622,31.09,Demo composite,Demo,demo_generated,
2025-02-08,Turmeric,Pune (Market Yard),Pune,8350,10004,9177,29.07,Demo composite,Demo,demo_generated,
2025-02-09,Turmeric,Pune (Market Yard),Pune,7769,10101,8935,27.47,Demo composite,Demo,demo_generated,
2025-02-10,Turmeric,Pune (Market Yard),Pune,7637,9879,8758,37.09,Demo composite,Demo,demo_generated,
2025-02-11,Turmeric,Pune (Market Yard),Pune,8743,10854,9798,28.57,Demo composite,Demo,demo_generated,
2025-02-12,Turmeric,Pune (Market Yard),Pune,7923,10572,9248,28.51,Demo composite,Demo,demo_generated,
2025-02-13,Turmeric,Pune (Market Yard),Pune,8063,10871,9467,28.24,Demo composite,Demo,demo_generated,
2025-02-14,Turmeric,Pune (Market Yard),Pune,8032,10559,9295,27.05,Demo composite,Demo,demo_generated,
2025-02-15,Turmeric,Pune (Market Yard),Pune,8994,10598,9796,28.59,Demo composite,Demo,demo_generated,
2025-02-16,Turmeric,Pune (Market Yard),Pune,8287,9914,9101,28.95,Demo composite,Demo,demo_generated,
2025-02-17,Turmeric,Pune (Market Yard),Pune,7973,10141,9057,34.49,Demo composite,Demo,demo_generated,
2025-02-18,Turmeric,Pune (Market Yard),Pune,8444,11014,9729,26.42,Demo composite,Demo,demo_generated,
2025-02-19,Turmeric,Pune (Market Yard),Pune,8649,10570,9609,26.15,Demo composite,Demo,demo_generated,
2025-02-20,Turmeric,Pune (Market Yard),Pune,8845,10518,9681,27.55,Demo composite,Demo,demo_generated,
2025-02-21,Turmeric,Pune (Market Yard),Pune,8456,10161,9308,31.04,Demo composite,Demo,demo_generated,
2025-02-22,Turmeric,Pune (Market Yard),Pune,8164,10508,9336,30.39,Demo composite,Demo,demo_generated,
2025-02-23,Turmeric,Pune (Market Yard),Pune,8310,10416,9363,30.9,Demo composite,Demo,demo_generated,
2025-02-24,Turmeric,Pune (Market Yard),Pune,8048,10609,9329,34.17,Demo composite,Demo,demo_generated,
2025-02-25,Turmeric,Pune (Market Yard),Pune,8490,10206,9348,29.64,Demo composite,Demo,demo_generated,
2025-02-26,Turmeric,Pune (Market Yard),Pune,8296,10624,9460,30.33,Demo composite,Demo,demo_generated,
2025-02-27,Turmeric,Pune (Market Yard),Pune,8330,11078,9704,31.0,Demo composite,Demo,demo_generated,
2025-02-28,Turmeric,Pune (Market Yard),Pune,9176,11122,10149,28.71,Demo composite,Demo,demo_generated,
2025-03-01,Turmeric,Pune (Market Yard),Pune,10200,12380,11290,25.86,Demo composite,Demo,demo_generated,
2025-03-02,Turmeric,Pune (Market Yard),Pune,9257,12160,10708,27.95,Demo composite,Demo,demo_generated,
2025-03-03,Turmeric,Pune (Market Yard),Pune,8878,11063,9970,37.23,Demo composite,Demo,demo_generated,
2025-03-04,Turmeric,Pune (Market Yard),Pune,9588,12212,10900,30.61,Demo composite,Demo,demo_generated,
2025-03-05,Turmeric,Pune (Market Yard),Pune,10319,12921,11620,29.0,Demo composite,Demo,demo_generated,
2025-03-06,Turmeric,Pune (Market Yard),Pune,10513,12595,11554,26.06,Demo composite,Demo,demo_generated,
2025-03-07,Turmeric,Pune (Market Yard),Pune,10566,12815,11690,26.23,Demo composite,Demo,demo_generated,
2025-03-08,Turmeric,Pune (Market Yard),Pune,10051,13040,11546,25.97,Demo composite,Demo,demo_generated,
2025-03-09,Turmeric,Pune (Market Yard),Pune,10323,12258,11291,29.2,Demo composite,Demo,demo_generated,
2025-03-10,Turmeric,Pune (Market Yard),Pune,8996,11529,10263,32.38,Demo composite,Demo,demo_generated,
2025-03-11,Turmeric,Pune (Market Yard),Pune,9414,12591,11003,26.47,Demo composite,Demo,demo_generated,
2025-03-12,Turmeric,Pune (Market Yard),Pune,10344,12850,11597,26.87,Demo composite,Demo,demo_generated,
2025-03-13,Turmeric,Pune (Market Yard),Pune,9886,13287,11587,27.46,Demo composite,Demo,demo_generated,
2025-03-14,Turmeric,Pune (Market Yard),Pune,10546,13241,11894,28.4,Demo composite,Demo,demo_generated,
2025-03-15,Turmeric,Pune (Market Yard),Pune,10208,13064,11636,25.49,Demo composite,Demo,demo_generated,
2025-03-16,Turmeric,Pune (Market Yard),Pune,9554,12845,11199,29.54,Demo composite,Demo,demo_generated,
2025-03-17,Turmeric,Pune (Market Yard),Pune,8927,11670,10299,37.0,Demo composite,Demo,demo_generated,
2025-03-18,Turmeric,Pune (Market Yard),Pune,9905,12891,11398,27.03,Demo composite,Demo,demo_generated,
2025-03-19,Turmeric,Pune (Market Yard),Pune,9910,12865,11387,27.36,Demo composite,Demo,demo_generated,
2025-03-20,Turmeric,Pune (Market Yard),Pune,9877,12722,11300,27.67,Demo composite,Demo,demo_generated,
2025-03-21,Turmeric,Pune (Market Yard),Pune,10034,13100,11567,26.01,Demo composite,Demo,demo_generated,
2025-03-22,Turmeric,Pune (Market Yard),Pune,9727,11902,10815,27.99,Demo composite,Demo,demo_generated,
2025-03-23,Turmeric,Pune (Market Yard),Pune,9869,12267,11068,26.94,Demo composite,Demo,demo_generated,
2025-03-24,Turmeric,Pune (Market Yard),Pune,9589,11553,10571,38.11,Demo composite,Demo,demo_generated,
2025-03-25,Turmeric,Pune (Market Yard),Pune,9661,12859,11260,29.41,Demo composite,Demo,demo_generated,
2025-03-26,Turmeric,Pune (Market Yard),Pune,9815,12265,11040,29.04,Demo composite,Demo,demo_generated,
2025-03-27,Turmeric,Pune (Market Yard),Pune,10005,13329,11667,26.02,Demo composite,Demo,demo_generated,
2025-03-28,Turmeric,Pune (Market Yard),Pune,9836,12287,11062,29.1,Demo composite,Demo,demo_generated,
2025-03-29,Turmeric,Pune (Market Yard),Pune,10004,12209,11107,28.8,Demo composite,Demo,demo_generated,
2025-03-30,Turmeric,Pune (Market Yard),Pune,9583,11853,10718,30.02,Demo composite,Demo,demo_generated,
2025-03-31,Turmeric,Pune (Market Yard),Pune,8572,11444,10008,32.33,Demo composite,Demo,demo_generated,
2025-04-01,Turmeric,Pune (Market Yard),Pune,14000,16491,15245,20.36,Demo composite,Demo,demo_generated,
2025-04-02,Turmeric,Pune (Market Yard),Pune,13413,17175,15294,18.4,Demo composite,Demo,demo_generated,
2025-04-03,Turmeric,Pune (Market Yard),Pune,14111,18309,16210,17.54,Demo composite,Demo,demo_generated,
2025-04-04,Turmeric,Pune (Market Yard),Pune,13756,16984,15370,18.27,Demo composite,Demo,demo_generated,
2025-04-05,Turmeric,Pune (Market Yard),Pune,13315,16482,14898,18.76,Demo composite,Demo,demo_generated,
2025-04-06,Turmeric,Pune (Market Yard),Pune,14057,17773,15915,18.92,Demo composite,Demo,demo_generated,
2025-04-07,Turmeric,Pune (Market Yard),Pune,12710,16889,14800,25.42,Demo composite,Demo,demo_generated,
2025-04-08,Turmeric,Pune (Market Yard),Pune,14127,17491,15809,17.91,Demo composite,Demo,demo_generated,
2025-04-09,Turmeric,Pune (Market Yard),Pune,13760,18078,15919,17.94,Demo composite,Demo,demo_generated,
2025-04-10,Turmeric,Pune (Market Yard),Pune,13212,17654,15433,20.91,Demo composite,Demo,demo_generated,
2025-04-11,Turmeric,Pune (Market Yard),Pune,14319,17889,16104,20.05,Demo composite,Demo,demo_generated,
2025-04-12,Turmeric,Pune (Market Yard),Pune,12852,16712,14782,18.38,Demo composite,Demo,demo_generated,
2025-04-13,Turmeric,Pune (Market Yard),Pune,13843,17123,15483,17.45,Demo composite,Demo,demo_generated,
2025-04-14,Turmeric,Pune (Market Yard),Pune,13172,15696,14434,23.12,Demo composite,Demo,demo_generated,
2025-04-15,Turmeric,Pune (Market Yard),Pune,13236,16662,14949,18.01,Demo composite,Demo,demo_generated,
2025-04-16,Turmeric,Pune (Market Yard),Pune,13768,17360,15564,19.68,Demo composite,Demo,demo_generated,
2025-04-17,Turmeric,Pune (Market Yard),Pune,13444,16813,15129,19.95,Demo composite,Demo,demo_generated,
2025-04-18,Turmeric,Pune (Market Yard),Pune,12793,16424,14609,19.61,Demo composite,Demo,demo_generated,
2025-04-19,Turmeric,Pune (Market Yard),Pune,13700,18056,15878,19.31,Demo composite,Demo,demo_generated,
2025-04-20,Turmeric,Pune (Market Yard),Pune,13685,17645,15665,18.07,Demo composite,Demo,demo_generated,
2025-04-21,Turmeric,Pune (Market Yard),Pune,12943,15366,14154,21.58,Demo composite,Demo,demo_generated,
2025-04-22,Turmeric,Pune (Market Yard),Pune,13272,17927,15600,20.32,Demo composite,Demo,demo_generated,
2025-04-23,Turmeric,Pune (Market Yard),Pune,13020,16730,14875,20.72,Demo composite,Demo,demo_generated,
2025-04-24,Turmeric,Pune (Market Yard),Pune,13180,16648,14914,19.93,Demo composite,Demo,demo_generated,
2025-04-25,Turmeric,Pune (Market Yard),Pune,13767,16306,15037,18.29,Demo composite,Demo,demo_generated,
2025-04-26,Turmeric,Pune (Market Yard),Pune,13528,17986,15757,17.92,Demo composite,Demo,demo_generated,
2025-04-27,Turmeric,Pune (Market Yard),Pune,14562,17699,16131,17.31,Demo composite,Demo,demo_generated,
2025-04-28,Turmeric,Pune (Market Yard),Pune,13241,16828,15035,23.44,Demo composite,Demo,demo_generated,
2025-04-29,Turmeric,Pune (Market Yard),Pune,13149,17727,15438,19.69,Demo composite,Demo,demo_generated,
2025-04-30,Turmeric,Pune (Market Yard),Pune,13356,17464,15410,18.16,Demo composite,Demo,demo_generated,
2025-05-01,Turmeric,Pune (Market Yard),Pune,13337,17246,15291,19.06,Demo composite,Demo,demo_generated,
2025-05-02,Turmeric,Pune (Market Yard),Pune,14675,18412,16543,19.61,Demo composite,Demo,demo_generated,
2025-05-03,Turmeric,Pune (Market Yard),Pune,14129,18261,16195,19.8,Demo composite,Demo,demo_generated,
2025-05-04,Turmeric,Pune (Market Yard),Pune,14277,17333,15805,20.43,Demo composite,Demo,demo_generated,
2025-05-05,Turmeric,Pune (Market Yard),Pune,13611,17484,15548,22.36,Demo composite,Demo,demo_generated,
2025-05-06,Turmeric,Pune (Market Yard),Pune,14492,17247,15870,20.07,Demo composite,Demo,demo_generated,
2025-05-07,Turmeric,Pune (Market Yard),Pune,15596,18646,17121,18.75,Demo composite,Demo,demo_generated,
2025-05-08,Turmeric,Pune (Market Yard),Pune,14033,18200,16117,19.34,Demo composite,Demo,demo_generated,
2025-05-09,Turmeric,Pune (Market Yard),Pune,15255,18448,16852,17.57,Demo composite,Demo,demo_generated,
2025-05-10,Turmeric,Pune (Market Yard),Pune,14942,19150,17046,18.42,Demo composite,Demo,demo_generated,
2025-05-11,Turmeric,Pune (Market Yard),Pune,13450,18145,15798,20.71,Demo composite,Demo,demo_generated,
2025-05-12,Turmeric,Pune (Market Yard),Pune,13829,18509,16169,25.42,Demo composite,Demo,demo_generated,
2025-05-13,Turmeric,Pune (Market Yard),Pune,15378,18988,17183,19.18,Demo composite,Demo,demo_generated,
2025-05-14,Turmeric,Pune (Market Yard),Pune,15260,19477,17368,18.82,Demo composite,Demo,demo_generated,
2025-05-15,Turmeric,Pune (Market Yard),Pune,14633,19276,16955,20.83,Demo composite,Demo,demo_generated,
2025-05-16,Turmeric,Pune (Market Yard),Pune,15016,19253,17135,18.28,Demo composite,Demo,demo_generated,
2025-05-17,Turmeric,Pune (Market Yard),Pune,14901,19186,17043,20.48,Demo composite,Demo,demo_generated,
2025-05-18,Turmeric,Pune (Market Yard),Pune,15011,19795,17403,20.57,Demo composite,Demo,demo_generated,
2025-05-19,Turmeric,Pune (Market Yard),Pune,13244,17462,15353,22.05,Demo composite,Demo,demo_generated,
2025-05-20,Turmeric,Pune (Market Yard),Pune,13933,18647,16290,17.57,Demo composite,Demo,demo_generated,
2025-05-21,Turmeric,Pune (Market Yard),Pune,14576,17617,16096,20.65,Demo composite,Demo,demo_generated,
2025-05-22,Turmeric,Pune (Market Yard),Pune,14583,19149,16866,19.32,Demo composite,Demo,demo_generated,
2025-05-23,Turmeric,Pune (Market Yard),Pune,14258,17966,16112,18.42,Demo composite,Demo,demo_generated,
2025-05-24,Turmeric,Pune (Market Yard),Pune,14705,19358,17032,20.51,Demo composite,Demo,demo_generated,
2025-05-25,Turmeric,Pune (Market Yard),Pune,14956,17913,16434,18.96,Demo composite,Demo,demo_generated,
2025-05-26,Turmeric,Pune (Market Yard),Pune,13633,17944,15789,24.55,Demo composite,Demo,demo_generated,
